"","Feature","MET_1","MET_2","MET_3","CTL_1","CTL_2","CTL_3"
"5127","HCFC1R1",272,273,340,262,215,187
"5128","HCFC2",100,83,96,80,123,67
"5129","HCK",88,82,107,110,167,77
"5130","HCLS1",77,61,97,82,184,97
"5131","HCN1",0,0,0,0,0,0
"5132","HCN2",2,5,7,2,5,3
"5133","HCN3",11,13,69,41,21,12
"5134","HCN4",0,0,0,0,0,0
"5135","HCRT",0,0,0,0,0,0
"5136","HCRTR1",0,2,1,0,0,0
"5137","HCRTR2",0,0,0,0,0,0
"5138","HCST",6,2,10,5,5,6
"5139","HDAC1",253,222,267,229,286,191
"5140","HDAC10",107,112,119,106,114,94
"5141","HDAC11",286,177,355,116,116,70
"5142","HDAC2",526,513,544,571,642,456
"5143","HDAC3",429,357,479,317,377,282
"5144","HDAC5",463,430,538,573,817,601
"5145","HDAC8",94,97,129,106,127,89
"5146","HDC",16,6,15,13,124,65
"5147","HDDC2",57,58,58,62,51,44
"5148","HDDC3",175,179,219,139,159,113
"5149","HDGF",680,1175,827,681,1232,869
"5150","HDGFL1",0,0,0,0,0,0
"5151","HDGFRP2",248,313,321,267,323,214
"5152","HDGFRP3",17,18,8,12,26,12
"5153","HDHD1",0,0,0,0,0,0
"5154","HDHD2",66,71,79,40,66,48
"5155","HDHD3",835,388,795,563,595,366
"5156","HDLBP",7834,7896,8936,7650,8780,6046
"5157","HEATR1",210,456,207,137,345,342
"5158","HEATR2",198,280,249,132,211,181
"5159","HEATR5B",116,148,158,155,243,131
"5160","HEATR6",151,347,178,120,176,114
"5161","HEATR8",6,2,4,3,10,8
"5162","HEBP1",349,373,402,501,366,297
"5163","HEBP2",11,6,11,4,0,5
"5164","HECA",638,650,681,569,909,651
"5165","HECW1",0,0,1,1,1,1
"5166","HECW2",15,39,8,22,47,34
"5167","HELLS",297,114,370,291,328,206
"5168","HELQ",47,91,41,48,81,57
"5169","HELZ",202,170,202,183,299,181
"5170","HEMGN",17,4,17,8,9,10
"5171","HEMK1",48,48,50,62,47,37
"5172","HENMT1",0,1,1,1,0,1
"5173","HEPACAM2",1,0,0,1,1,0
"5174","HEPH",26,18,36,81,30,31
"5175","HEPHL1",0,1,1,5,1,2
"5176","HERC2",496,545,529,565,802,530
"5177","HERC3",179,156,274,277,214,141
"5178","HERC4",674,794,814,755,1008,770
"5179","HERPUD1",3539,3602,2992,802,3906,2614
"5180","HERPUD2",228,247,249,193,276,234
"5181","HES1",102,294,168,75,193,126
"5182","HES2",0,1,1,0,0,0
"5183","HES3",0,0,0,0,0,0
"5184","HES5",0,0,0,0,0,1
"5185","HES6",749,562,1667,1034,362,222
"5186","HES7",0,1,0,1,0,0
"5187","HESX1",0,0,0,0,0,0
"5188","HEXA",1431,1468,1326,1178,1819,1294
"5189","HEXB",405,724,439,342,588,390
"5190","HEXDC",209,229,247,200,227,153
"5191","HEXIM1",702,878,636,834,995,492
"5192","HEXIM2",36,39,14,33,33,21
"5193","HEY1",6,13,13,4,14,12
"5194","HEY2",2,4,5,3,6,1
"5195","HEYL",29,33,41,42,55,35
"5196","HFE",548,782,686,450,299,280
"5197","HFE2",1194,962,1366,1191,2060,1404
"5198","HFM1",0,0,0,0,0,0
"5199","HGD",2327,2587,3286,3782,2425,1456
"5200","HGF",134,231,89,109,282,182
"5201","HGFAC",3403,3559,4026,2995,2938,1964
"5202","HGS",163,253,209,153,227,155
"5203","HHATL",0,0,0,0,1,0
"5204","HHEX",560,605,591,1191,1161,750
"5205","HHIP",37,20,25,34,115,75
"5206","HIAT1",177,297,221,197,270,196
"5207","HIATL1",620,772,678,642,854,611
"5208","HIBADH",4409,5414,4999,3259,3263,2524
"5209","HIBCH",498,806,541,363,561,465
"5210","HIC1",62,71,45,35,49,20
"5211","HIC2",20,24,16,23,42,21
"5212","HIF1A",631,733,743,600,870,642
"5213","HIF1AN",119,140,100,152,199,123
"5214","HIF3A",0,7,0,0,0,1
"5215","HIGD1A",273,393,256,187,336,272
"5216","HIGD1B",0,0,0,0,0,0
"5217","HIGD2A",193,223,191,132,218,151
"5218","HILS1",0,0,0,0,0,0
"5219","HINT1",553,708,623,531,634,544
"5220","HINT2",458,629,559,435,734,544
"5221","HIP1",215,259,283,284,303,247
"5222","HIP1R",185,164,159,275,298,209
"5223","HIPK1",1104,1539,1052,991,1800,1440
"5224","HIPK2",502,468,281,316,796,555
"5225","HIPK3",317,542,272,386,775,412
"5226","HIPK4",7,6,8,4,14,4
"5227","HIRA",240,375,314,202,302,230
"5228","HIRIP3",115,167,130,140,179,133
"5229","HIST1H1A",0,1,0,0,0,0
"5230","HIST1H1B",0,0,1,2,2,0
"5231","HIST1H1D",0,0,0,0,0,0
"5232","HIST1H1T",2,0,0,2,2,1
"5233","HIST1H2AA",1,0,0,1,0,1
"5234","HIST1H2AF",1,0,2,2,3,0
"5235","HIST1H2AIL",0,0,0,0,0,0
"5236","HIST1H2AK",0,0,0,0,0,0
"5237","HIST1H2AN",0,0,1,0,0,0
"5238","HIST1H2BA",1,0,0,0,2,1
"5239","HIST1H2BC",0,0,0,0,0,0
"5240","HIST1H2BH",724,739,864,1311,903,827
"5241","HIST1H2BL",0,0,0,0,0,0
"5242","HIST1H2BM",0,0,1,0,0,0
"5243","HIST1H2BN",0,1,0,1,0,0
"5244","HIST1H4B",259,237,294,351,272,286
"5245","HIST2H2AB",0,0,0,0,0,0
"5246","HIST2H3C2",0,0,0,0,0,0
"5247","HIST2H4",1,2,1,1,0,0
"5248","HIST3H2A",42,29,50,23,45,20
"5249","HIST3H2BA",0,0,2,1,2,1
"5250","HIST3H2BB",0,0,0,0,0,0
"5251","HIVEP1",169,269,198,215,351,238
"5252","HIVEP2",55,84,66,51,98,78
"5253","HIVEP3",22,23,38,28,58,28
"5254","HJURP",33,55,61,51,56,40
"5255","HK2",17,14,19,12,26,10
"5256","HK3",32,34,56,61,133,22
"5257","HLTF",213,136,234,172,172,134
"5258","HLX",54,41,55,52,80,60
"5259","HM13",1040,1118,1208,920,971,671
"5260","HMBS",396,411,428,343,373,354
"5261","HMG1L1",2,1,0,0,1,0
"5262","HMG20A",225,278,223,132,240,227
"5263","HMG20B",305,356,352,332,432,314
"5264","HMGA1",23,15,23,16,23,13
"5265","HMGA2",0,0,0,0,0,0
"5266","HMGB1",2,3,2,1,2,7
"5267","HMGB1-PS2",4,2,1,1,0,0
"5268","HMGB2",8,3,0,2,3,3
"5269","HMGB3",175,217,201,159,212,143
"5270","HMGB4",0,0,0,0,0,0
"5271","HMGCL",1620,2100,1878,1163,2709,1831
"5272","HMGCR",1132,2100,2110,1400,702,755
"5273","HMGCS1",7391,2385,11300,7337,6446,4500
"5274","HMGCS2",28651,25944,26275,21845,61252,44568
"5275","HMGN1",342,372,342,376,404,254
"5276","HMGN2",368,329,347,275,341,215
"5277","HMGN3",37,63,53,61,47,24
"5278","HMGN5",10,15,15,22,14,9
"5279","HMGXB4",49,39,51,62,50,33
"5280","HMHA1",303,254,346,163,288,193
"5281","HMMR",23,1,23,19,8,10
"5282","HMOX1",382,1280,545,306,584,297
"5283","HMOX2",270,262,285,222,329,251
"5284","HMOX2-PS1",0,0,0,0,0,0
"5285","HMX1",1,0,1,0,0,0
"5286","HMX2",0,0,0,0,0,0
"5287","HMX3",0,0,0,0,0,0
"5288","HN1",108,128,106,129,165,115
"5289","HN1L",617,788,732,607,476,301
"5290","HNF1A",537,575,661,563,671,492
"5291","HNF1B",197,138,203,139,158,108
"5292","HNF4A",1785,2955,1869,1876,2941,2357
"5293","HNF4G",65,65,79,123,239,223
"5294","HNMT",0,0,0,0,0,0
"5295","HNRNPA1",81,101,102,53,93,80
"5296","HNRNPA2B1",1690,2121,2016,2242,2485,1743
"5297","HNRNPA3",1192,1621,1447,1441,1589,1139
"5298","HNRNPAB",1462,2700,1815,1292,2113,1497
"5299","HNRNPC",746,1143,726,900,974,751
"5300","HNRNPF",901,1291,959,648,1196,793
"5301","HNRNPH2",436,613,499,511,668,403
"5302","HNRNPH3",150,201,205,173,261,159
"5303","HNRNPK",1621,2348,1844,1496,2050,1579
"5304","HNRNPL",1561,1810,1859,1337,2113,1608
"5305","HNRNPM",845,800,1223,1196,1113,720
"5306","HNRNPR",104,119,80,77,136,104
"5307","HNRNPU",2174,2739,2337,1966,3566,2343
"5308","HNRNPUL1",1123,1322,1191,974,1405,958
"5309","HNRPD",544,791,592,449,776,591
"5310","HNRPDL",374,541,422,372,645,409
"5311","HNRPH1",775,1069,803,750,1120,785
"5312","HOGA1",3789,3632,4008,2215,2380,1650
"5313","HOMER2",154,104,145,107,110,91
"5314","HOMER3",50,62,57,33,112,58
"5315","HOMEZ",66,39,61,68,69,35
"5316","HOOK1",960,1132,855,888,1299,1080
"5317","HOOK2",125,175,177,94,160,63
"5318","HOOK3",132,139,114,178,259,155
"5319","HOPX",16,29,23,12,39,12
"5320","HORMAD1",0,1,0,0,0,0
"5321","HORMAD2",2,2,3,1,3,1
"5322","HOXA1",2,1,2,3,2,3
"5323","HOXA10",0,0,0,0,0,0
"5324","HOXA2",18,7,23,18,16,7
"5325","HOXA6",0,0,0,0,0,0
"5326","HOXA9",0,0,0,0,0,0
"5327","HOXB13",0,0,0,0,0,0
"5328","HOXB3",3,20,18,9,13,12
"5329","HOXB4",12,16,4,11,18,8
"5330","HOXB5",8,14,13,12,9,9
"5331","HOXB7",3,5,3,4,3,2
"5332","HOXB8",0,1,0,0,1,0
"5333","HOXB9",0,0,0,0,0,0
"5334","HOXC12",0,0,0,0,0,0
"5335","HOXC4",0,0,1,0,0,0
"5336","HOXC5",0,0,0,0,0,0
"5337","HOXC8",1,0,0,0,0,0
"5338","HOXC9",0,0,0,0,0,0
"5339","HOXD1",0,0,0,0,0,0
"5340","HOXD10",0,0,0,0,0,0
"5341","HOXD12",0,0,0,0,0,0
"5342","HOXD13",0,0,0,0,0,0
"5343","HOXD4",0,0,0,0,0,0
"5344","HOXD9",0,0,0,0,0,0
"5345","HP",108406,121479,117811,77729,71655,70574
"5346","HP1BP3",1034,1342,1187,921,1236,826
"5347","HPCA",0,0,0,0,0,0
"5348","HPCAL1",75,95,82,59,98,79
"5349","HPCAL4",0,0,0,0,0,0
"5350","HPD",19119,22931,21657,19022,17008,14205
"5351","HPDL",4,4,0,6,1,2
"5352","HPGD",39,17,13,14,23,16
"5353","HPGDS",68,43,46,70,114,63
"5354","HPN",4507,4351,5284,3695,4082,3215
"5355","HPRT1",785,1037,715,520,1024,801
"5356","HPS1",344,339,354,275,415,234
"5357","HPS3",267,476,330,241,341,243
"5358","HPS4",411,499,384,246,677,411
"5359","HPS5",129,166,153,165,183,108
"5360","HPS6",57,71,59,69,81,46
"5361","HPSE",108,167,154,73,103,105
"5362","HPSE2",0,0,1,1,1,0
"5363","HPX",89942,85705,91788,74374,81347,60604
"5364","HR",2,9,4,4,3,3
"5365","HRAS",287,463,309,286,393,292
"5366","HRASLS",9,5,19,11,29,1
"5367","HRASLS5",0,0,1,0,0,0
"5368","HRB2",192,230,221,137,264,180
"5369","HRC",14,16,8,15,21,20
"5370","HRG",14409,18772,13796,17244,18154,8929
"5371","HRH1",0,0,0,0,1,0
"5372","HRH2",0,1,0,1,1,2
"5373","HRH3",1,0,2,0,1,0
"5374","HRH4",0,1,0,0,0,0
"5375","HRK",67,371,15,16,46,147
"5376","HRNBP3",0,0,0,0,0,0
"5377","HRSP12",17239,14918,19254,13092,11260,8506
"5378","HS2ST1",466,783,412,339,531,375
"5379","HS3ST1",6,10,15,5,8,8
"5380","HS3ST2",0,1,0,0,0,0
"5381","HS3ST3A1",3,1,4,1,3,4
"5382","HS3ST3B1",197,187,149,157,207,184
"5383","HS3ST5",0,0,0,0,0,0
"5384","HS3ST6",5,2,5,8,6,3
"5385","HS6ST1",378,316,335,351,428,273
"5386","HS6ST2",4,0,4,3,0,3
"5387","HSBP1",876,1068,1079,910,1074,905
"5388","HSCB",86,86,103,46,73,69
"5389","HSD11B1",11829,9647,10148,6011,5604,5067
"5390","HSD11B2",5,5,24,117,14,15
"5391","HSD17B1",5,2,9,3,6,2
"5392","HSD17B10",2903,3154,2683,2632,3332,2956
"5393","HSD17B11",5998,7497,5716,4797,10520,6702
"5394","HSD17B12",1492,1305,1440,1676,1729,1744
"5395","HSD17B13",3111,2440,3444,1893,2353,1390
"5396","HSD17B14",6,7,14,2,10,8
"5397","HSD17B2",7073,2468,5816,695,1431,438
"5398","HSD17B3",1,0,1,0,0,0
"5399","HSD17B4",6203,8089,6569,6073,14021,9900
"5400","HSD17B6",1738,1679,2397,2647,910,1751
"5401","HSD17B7",150,74,182,126,64,80
"5402","HSD17B8",242,310,252,252,328,225
"5403","HSD3B",0,1,0,0,0,1
"5404","HSD3B1",0,2,0,0,1,3
"5405","HSD3B5",6514,5730,6050,9713,7219,5646
"5406","HSD3B6",2,1,0,2,6,8
"5407","HSD3B7",2163,1430,1245,706,2808,1688
"5408","HSDL1",72,84,81,63,126,69
"5409","HSDL2",296,535,160,256,1851,1526
"5410","HSF1",141,207,178,117,214,154
"5411","HSF2",326,408,347,280,392,309
"5412","HSF2BP",0,1,1,3,4,1
"5413","HSF4",19,8,14,28,26,21
"5414","HSFY2",0,0,0,0,0,0
"5415","HSP90AA1",289,756,345,819,1842,1194
"5416","HSP90AB1",4782,8873,5535,8276,18254,12187
"5417","HSP90B1",7165,9908,8457,12270,11139,6765
"5418","HSPA12A",12,6,12,7,13,5
"5419","HSPA12B",33,48,27,19,35,15
"5420","HSPA13",457,418,370,383,384,268
"5421","HSPA14",146,177,156,113,124,97
"5422","HSPA1A",0,0,0,0,0,0
"5423","HSPA1B",17,58,14,15,71,63
"5424","HSPA2",6,6,3,2,11,6
"5425","HSPA4",1334,1891,1526,1534,2058,1513
"5426","HSPA4L",24,24,51,127,70,80
"5427","HSPA5",9791,11213,11443,15435,12466,7068
"5428","HSPA8",0,0,0,0,1,0
"5429","HSPA9",4588,6629,5491,4100,6731,4531
"5430","HSPB1",28,49,20,96,264,315
"5431","HSPB11",44,46,51,27,48,38
"5432","HSPB2",0,2,1,4,4,0
"5433","HSPB3",0,0,0,0,0,0
"5434","HSPB6",52,45,49,44,51,50
"5435","HSPB7",5,9,1,1,1,2
"5436","HSPB8",740,1322,929,840,1425,1018
"5437","HSPB9",0,0,0,0,1,1
"5438","HSPBAP1",60,77,76,57,81,50
"5439","HSPBP1",188,259,176,181,285,237
"5440","HSPD1",2567,4031,3182,2924,4695,3567
"5441","HSPE1",693,1234,842,1083,1506,1131
"5442","HSPH1",381,1153,524,982,1959,1612
"5443","HTATIP2",101,119,167,122,110,127
"5444","HTATSF1",375,409,368,416,469,336
"5445","HTR1A",0,0,0,0,0,0
"5446","HTR1B",0,1,0,0,0,0
"5447","HTR1D",0,0,0,0,0,0
"5448","HTR1F",0,0,0,0,0,0
"5449","HTR2A",0,0,0,0,0,1
"5450","HTR2B",1,0,0,0,2,1
"5451","HTR2C",0,0,0,0,0,0
"5452","HTR3A",0,0,0,0,0,0
"5453","HTR3B",0,0,0,0,0,0
"5454","HTR4",0,0,0,1,0,0
"5455","HTR5A",0,0,0,0,0,0
"5456","HTR5B",0,0,0,0,0,0
"5457","HTR6",0,0,0,0,0,0
"5458","HTR7",0,0,0,0,4,2
"5459","HTRA1",952,1085,1014,1106,1137,853
"5460","HTRA2",232,279,290,204,271,177
"5461","HTRA4",7,2,0,1,4,11
"5462","HTT",333,377,352,463,527,360
"5463","HUNK",0,1,2,1,4,3
"5464","HUS1",340,446,376,288,349,236
"5465","HUS1B",1,0,0,0,0,1
"5466","HYAL1",141,126,334,424,122,132
"5467","HYAL2",173,392,207,131,212,146
"5468","HYAL3",15,22,12,18,13,8
"5469","HYAL4",0,0,0,0,0,0
"5470","HYAL5",0,0,0,0,0,0
"5471","HYAL6",0,0,0,0,0,0
"5472","HYOU1",2253,2667,2873,4160,2481,1447
"5473","IAH1",577,731,656,542,590,473
"5474","IAPP",0,0,0,0,0,0
"5475","IARS",628,888,604,475,797,591
"5476","IBSP",0,0,1,0,0,0
"5477","ICA1",93,83,93,34,25,26
"5478","ICA1L",0,0,0,0,0,0
"5479","ICAM1",525,531,628,414,456,230
"5480","ICAM2",62,71,87,74,98,56
"5481","ICAM4",4,2,3,3,1,1
"5482","ICAM5",39,29,25,38,32,11
"5483","ICK",299,307,361,258,245,191
"5484","ICMT",228,244,237,156,235,197
"5485","ICT1",182,257,215,206,229,206
"5486","ID1",23,59,17,22,38,13
"5487","ID2",278,428,455,402,524,227
"5488","ID3",291,329,427,309,512,279
"5489","ID4",336,355,430,571,789,586
"5490","IDE",1014,1304,1095,1323,2140,1390
"5491","IDH1",4156,3690,5835,4726,5565,3866
"5492","IDH2",1343,1457,1313,1001,576,371
"5493","IDH3B",1440,1627,1762,1313,1490,1180
"5494","IDH3A",356,459,380,395,351,372
"5495","IDH3G",468,507,538,424,388,320
"5496","IDI1",403,171,487,337,85,86
"5497","IDI2",0,0,0,0,0,0
"5498","IDO1",0,0,0,0,0,0
"5499","IDUA",420,413,446,245,463,263
"5500","IER2",207,422,278,264,349,322
"5501","IER3",414,415,445,234,289,207
"5502","IER5",120,164,184,219,269,178
"5503","IER5L",18,16,19,10,10,11
"5504","IFFO1",171,201,180,153,220,143
"5505","IFFO2",65,60,54,68,138,36
"5506","IFI204",46,58,84,57,44,66
"5507","IFI27",2227,2762,2358,3780,3363,3284
"5508","IFI27L2B",1192,1179,1206,1699,527,488
"5509","IFI30",579,650,574,416,720,429
"5510","IFI35",202,221,295,260,288,225
"5511","IFI44",185,174,220,143,227,190
"5512","IFI47",153,88,234,174,221,118
"5513","IFIH1",326,414,329,369,379,324
"5514","IFIT1",43,67,42,0,83,40
"5515","IFIT2",281,308,370,238,305,223
"5516","IFIT3",58,62,48,51,60,58
"5517","IFITM1",247,254,261,275,372,239
"5518","IFITM2",72,90,119,66,98,78
"5519","IFITM3",653,832,743,977,540,413
"5520","IFLTD1",0,0,0,0,0,0
"5521","IFNA1",0,0,0,0,0,0
"5522","IFNA4",0,0,0,0,0,0
"5523","IFNAR1",628,773,651,588,1167,850
"5524","IFNB1",0,0,0,0,0,0
"5525","IFNG",0,0,1,0,1,0
"5526","IFNGR1",426,511,433,350,513,391
"5527","IFNGR2",200,184,239,166,385,215
"5528","IFNK",0,0,0,0,0,0
"5529","IFRD2",213,362,231,101,194,165
"5530","IFT20",421,518,484,421,394,317
"5531","IFT27",48,54,47,63,51,44
"5532","IFT43",26,20,25,25,31,18
"5533","IFT46",200,208,189,168,229,174
"5534","IFT52",332,291,342,222,297,222
"5535","IFT57",109,141,98,88,237,160
"5536","IFT74",67,60,55,54,60,31
"5537","IFT80",63,48,53,47,45,32
"5538","IFT81",66,58,101,37,57,48
"5539","IFT88",63,84,93,66,74,80
"5540","IGBP1",185,260,223,128,307,198
"5541","IGBP1B",0,0,0,0,0,0
"5542","IGF1",7094,5823,8435,11704,9785,6951
"5543","IGF1R",13,9,8,10,22,8
"5544","IGF2",10,11,5,13,31,17
"5545","IGF2BP1",1,0,1,0,2,0
"5546","IGF2R",918,1128,923,974,1637,885
"5547","IGFALS",3303,1458,4013,5770,3693,1991
"5548","IGFBP1",624,2884,278,125,3355,3726
"5549","IGFBP2",104,486,12,18,921,735
"5550","IGFBP3",1092,956,1355,1270,1427,1198
"5551","IGFBP4",16942,21444,15163,12577,21031,15012
"5552","IGFBP5",3,7,5,4,8,3
"5553","IGFBP6",15,8,14,8,2,3
"5554","IGFBP7",746,866,1000,835,1082,806
"5555","IGFBPL1",0,0,0,0,0,0
"5556","IGFL3",0,0,0,0,0,0
"5557","IGFLR1",2,7,4,5,10,7
"5558","IGHMBP2",130,158,137,84,137,128
"5559","IGSF1",5,6,4,4,4,5
"5560","IGSF10",106,97,81,87,127,74
"5561","IGSF11",407,540,639,450,621,371
"5562","IGSF3",8,3,9,10,5,2
"5563","IGSF6",44,28,49,36,62,38
"5564","IGSF8",34,32,45,34,43,24
"5565","IGSF9",8,7,6,12,7,4
"5566","IGTP",371,295,623,689,629,365
"5567","IHH",31,21,53,85,54,20
"5568","IK",692,853,770,623,800,582
"5569","IKBIP",45,30,45,54,38,33
"5570","IKBKAP",252,288,276,238,387,273
"5571","IKBKB",464,622,599,452,537,354
"5572","IKBKE",240,203,380,289,149,92
"5573","IKBKG",75,106,94,91,176,115
"5574","IKZF1",25,20,41,16,57,25
"5575","IKZF2",0,0,0,0,2,1
"5576","IKZF3",5,5,8,5,10,10
"5577","IKZF5",152,196,134,124,235,146
"5578","IL10",1,2,1,0,1,1
"5579","IL10RA",22,25,23,22,60,21
"5580","IL10RB",142,136,128,101,154,106
"5581","IL11",2,0,0,1,0,0
"5582","IL11RA1",266,400,331,406,473,349
"5583","IL12A",2,0,0,0,3,0
"5584","IL12B",1,2,0,0,10,1
"5585","IL12RB1",1,0,1,2,3,0
"5586","IL12RB2",2,7,2,2,10,2
"5587","IL13",0,0,0,0,0,0
"5588","IL13RA1",425,386,552,447,439,356
"5589","IL13RA2",8,6,10,12,28,9
"5590","IL15",11,14,21,11,7,12
"5591","IL16",73,44,66,45,79,44
"5592","IL17A",0,0,0,0,0,0
"5593","IL17B",3,5,5,2,3,1
"5594","IL17C",0,0,0,0,0,0
"5595","IL17F",0,0,0,0,0,0
"5596","IL17RA",566,568,719,848,870,559
"5597","IL17RB",474,410,501,200,134,169
"5598","IL17RC",155,264,232,156,203,165
"5599","IL17RD",1,4,5,13,18,6
"5600","IL17RE",8,15,12,7,5,5
"5601","IL18",24,30,39,31,40,28
"5602","IL18BP",52,53,80,98,66,39
"5603","IL18R1",4,3,0,3,3,2
"5604","IL1A",98,123,122,94,133,85
"5605","IL1B",38,35,66,30,68,29
"5606","IL1F10",0,0,0,0,0,0
"5607","IL1F6",0,0,0,0,0,0
"5608","IL1F8",26,16,21,10,7,12
"5609","IL1R1",934,2937,1102,547,659,536
"5610","IL1R2",0,5,0,0,1,0
"5611","IL1RAP",725,878,623,522,895,513
"5612","IL1RAPL1",0,0,0,0,0,0
"5613","IL1RAPL2",0,0,0,0,1,0
"5614","IL1RL1",1,5,4,5,12,4
"5615","IL1RL2",2,1,3,0,0,2
"5616","IL1RN",422,760,423,173,201,251
"5617","IL2",0,0,0,1,0,0
"5618","IL20",0,0,0,0,0,0
"5619","IL20RA",0,0,0,0,0,0
"5620","IL20RB",0,1,0,2,0,0
"5621","IL21",0,0,0,0,0,0
"5622","IL21R",12,6,26,6,28,5
"5623","IL22",0,0,0,0,1,0
"5624","IL22RA1",1,0,0,1,1,1
"5625","IL22RA2",2,0,0,1,1,1
"5626","IL23A",1,3,3,0,0,2
"5627","IL24",1,0,1,1,1,0
"5628","IL25",0,0,0,0,0,0
"5629","IL27RA",2,2,5,3,6,1
"5630","IL28RA",2,2,2,3,1,1
"5631","IL2RA",1,3,3,1,6,1
"5632","IL2RG",27,24,36,28,64,25
"5633","IL3",0,0,0,0,0,0
"5634","IL33",1250,978,1404,1044,1010,520
"5635","IL34",30,32,49,45,44,35
"5636","IL36G",0,0,0,0,0,0
"5637","IL36RN",0,0,0,0,0,0
"5638","IL3RA",67,70,64,58,71,44
"5639","IL4",0,0,1,2,0,0
"5640","IL4RA",1906,1567,1654,1513,2346,1739
"5641","IL5",0,0,0,0,0,0
"5642","IL5RA",0,0,0,0,0,0
"5643","IL6",0,0,0,0,0,0
"5644","IL6R",1878,4214,2290,987,1824,1952
"5645","IL6ST",7043,9085,5565,3972,9988,7858
"5646","IL7",5,31,24,5,9,5
"5647","IL7R",44,55,57,47,65,63
"5648","IL9",0,0,0,0,0,0
"5649","IL9R",0,4,1,0,1,1
"5650","ILDR1",5,1,7,5,4,4
"5651","ILF2",69,67,56,78,90,48
"5652","ILF3",201,258,223,194,362,199
"5653","ILK",915,1193,1150,728,1156,806
"5654","ILKAP",177,238,202,191,276,190
"5655","ILVBL",414,559,515,454,827,589
"5656","IMMT",870,1158,1043,916,1288,937
"5657","IMP3",184,251,166,119,199,188
"5658","IMP4",565,800,664,490,633,483
"5659","IMP5",0,0,0,0,0,0
"5660","IMPA1",466,410,516,505,470,393
"5661","IMPA2",160,220,177,106,418,217
"5662","IMPAD1",855,1063,806,932,1208,916
"5663","IMPDH1",27,43,38,29,56,46
"5664","IMPDH2",604,1154,730,406,829,598
"5665","IMPG1",0,0,0,0,0,0
"5666","IMPG2",0,0,1,2,2,5
"5667","INA",0,0,0,0,1,1
"5668","INCA1",0,2,0,0,1,0
"5669","INCENP",33,20,36,61,28,15
"5670","ING1",127,136,136,125,230,154
"5671","ING2",142,186,181,139,186,116
"5672","ING3",54,72,67,55,66,55
"5673","ING4",294,334,295,295,368,287
"5674","ING5",77,138,83,70,147,105
"5675","INHA",2,2,1,3,2,1
"5676","INHBA",19,16,43,265,91,63
"5677","INHBB",6,97,3,2,4,4
"5678","INHBC",1579,1933,1922,2302,2418,1898
"5679","INHBE",1038,908,1726,1091,1063,586
"5680","INM02",482,573,514,475,638,440
"5681","INMT",61,60,22,261,1177,493
"5682","INO80B",77,87,102,74,91,78
"5683","INO80C",225,249,252,180,261,222
"5684","INO80D",36,35,32,39,94,24
"5685","INO80E",151,202,195,171,248,158
"5686","INPP1",61,76,78,46,83,72
"5687","INPP4A",342,494,307,325,491,384
"5688","INPP4B",5,10,23,17,10,6
"5689","INPP5A",249,268,258,204,289,255
"5690","INPP5B",908,647,955,821,1254,761
"5691","INPP5D",106,82,126,94,178,102
"5692","INPP5F",362,350,351,361,586,439
"5693","INPP5J",1,0,0,1,1,0
"5694","INPP5K",139,161,160,95,154,137
"5695","INPPL1",218,234,215,248,377,209
"5696","INS1",0,0,0,0,0,0
"5697","INS2",0,0,0,0,0,0
"5698","INSC",98,268,207,206,148,98
"5699","INSIG1",584,695,1184,2511,638,806
"5700","INSIG2",692,751,762,2243,4563,3264
"5701","INSL3",3,3,3,0,1,0
"5702","INSL6",0,0,1,0,0,0
"5703","INSR",777,682,633,725,1417,1002
"5704","INSRR",2,0,2,0,1,0
"5705","INTS10",148,156,194,153,181,143
"5706","INTS12",70,71,63,65,74,41
"5707","INTS4",451,526,557,464,635,351
"5708","INTS5",264,286,254,183,269,195
"5709","INTS7",121,110,109,140,155,85
"5710","INVS",82,87,97,101,89,74
"5711","IP6K1",317,321,297,292,506,304
"5712","IP6K2",239,269,221,227,345,591
"5713","IPCEF1",0,0,0,0,2,1
"5714","IPMK",420,446,404,440,620,327
"5715","IPO13",253,388,274,270,372,259
"5716","IPO4",728,1428,953,580,1181,824
"5717","IPO7",1089,1873,1237,987,2087,1724
"5718","IPO9",361,379,370,409,506,374
"5719","IPP",84,86,87,81,87,62
"5720","IPPK",44,82,52,26,49,38
"5721","IQCB1",73,54,66,58,42,59
"5722","IQCF1",0,0,0,0,0,0
"5723","IQCF3",0,0,0,0,0,0
"5724","IQCF5",0,0,0,0,0,0
"5725","IQCF6",0,0,0,0,0,0
"5726","IQCG",57,53,73,72,19,16
"5727","IQCH",1,0,1,1,1,0
"5728","IQGAP1",294,261,319,268,509,220
"5729","IQGAP3",37,4,31,64,19,10
"5730","IQSEC3",2,2,5,0,4,2
"5731","IQUB",16,42,7,14,25,21
"5732","IRAK1",1718,2073,1734,1313,1363,1123
"5733","IRAK1BP1",11,9,13,3,7,8
"5734","IRAK2",208,241,194,169,179,147
"5735","IRAK3",210,397,232,74,180,121
"5736","IRAK4",118,134,148,85,98,76
"5737","IREB2",798,855,680,775,1762,905
"5738","IRF1",182,284,255,301,479,199
"5739","IRF2",277,256,289,193,333,175
"5740","IRF2BP1",253,307,229,205,326,172
"5741","IRF2BPL",178,258,230,317,379,245
"5742","IRF3",762,906,952,810,1016,750
"5743","IRF4",13,5,10,10,23,4
"5744","IRF5",57,35,55,44,94,52
